PANEL,ymin,ymax,x,repetition
5,0.40549826888178564,0.600017895651755,0.3,1
1,0.38431568036350394,0.582399248024228,0.32999999999999996,1
2,0.4725000572352712,0.667551310824022,0.32999999999999996,1
3,0.46091698470502906,0.6543569145999245,0.32999999999999996,1
4,0.4865994636809996,0.6866390339151587,0.32999999999999996,1
5,0.40628603161461374,0.601233402748399,0.32999999999999996,1
1,0.3849134428772508,0.5833263740807995,0.36,1
2,0.4729202228102611,0.6683959419302883,0.36,1
3,0.4617797383982115,0.6557161139562645,0.36,1
4,0.4868975656148272,0.6871791537768787,0.36,1
5,0.40705707028631394,0.6024656339061705,0.36,1
1,0.3854944977840886,0.5842702077442798,0.39,1
2,0.4733257259242606,0.6692552354975455,0.39,1
3,0.4626276790087787,0.6570901263952202,0.39,1
4,0.4871793463835854,0.6877355948036681,0.39,1
5,0.4078115030115852,0.603714471010371,0.39,1
1,0.38605893637953953,0.5852306577191473,0.42,1
2,0.47371666820548586,0.6701290898975767,0.42,1
3,0.46346092641404074,0.6584788320394811,0.42,1
4,0.487444872939843,0.6883082900429582,0.42,1
5,0.40854945517911734,0.6049797886723107,0.42,1
1,0.38660685756470303,0.586207625104302,0.44999999999999996,1
2,0.4740931567753164,0.6710173980090026,0.44999999999999996,1
3,0.4642796057881142,0.6598821057149302,0.44999999999999996,1
4,0.48769421972758753,0.6888971650507614,0.44999999999999996,1
5,0.40927105914975415,0.606261454531146,0.44999999999999996,1
1,0.3871383676072234,0.5872010036320998,0.48,1
2,0.4744553040237556,0.6719200474418199,0.48,1
3,0.4650838473403147,0.6612998172122526,0.48,1
4,0.4879274685053923,0.6895021380685045,0.48,1
5,0.40997645394357307,0.6075593295667989,0.48,1
1,0.3876535798880579,0.5882106799215837,0.51,1
2,0.47480322737795655,0.6728369207688754,0.51,1
3,0.4658737860485704,0.6627318315535197,0.51,1
4,0.48814470815430827,0.6901231202151359,0.51,1
5,0.410665784917497,0.6088732684223466,0.51,1
1,0.3881526146353944,0.5892365337445653,0.54,1
2,0.47513704906484516,0.6737678957632433,0.54,1
3,0.46664956138901026,0.6641780092626024,0.54,1
4,0.48834603447151237,0.6907600156934796,0.54,1
5,0.41133920343504743,0.610203119734268,0.54,1
1,0.38863559864710856,0.5902784383031695,0.57,1
2,0.4754568958688702,0.6747128456404746,0.57,1
3,0.46741131706285194,0.6656382066382835,0.57,1
4,0.4885315499507888,0.6914127220097508,0.57,1
5,0.4119968665298394,0.6115487264689481,0.57,1
1,0.3891026650031665,0.5913362605174297,0.6,1
2,0.47576289888589796,0.6756716393047035,0.6,1
3,0.46815920072168365,0.6671122760289747,0.6,1
4,0.48870136355098015,0.6920811302051072,0.6,1
5,0.4126389365643912,0.6129099262638682,0.6,1
1,0.38955395276940014,0.5924098613215143,0.63,1
2,0.4760551932742506,0.6766441415976071,0.63,1
3,0.46889336369220014,0.6686000661079807,0.63,1
4,0.4888555904535704,0.6927651250980643,0.63,1
5,0.41326558088578547,0.6142865517719456,0.63,1
1,0.3899896066940747,0.593499095967158,0.6599999999999999,1
2,0.47633391800386515,0.677630213549249,0.6599999999999999,1
3,0.46961396070140465,0.670101422148299,0.6599999999999999,1
4,0.48899435181059897,0.6934645855365835,0.6599999999999999,1
5,0.4138769714796685,0.6156784310075344,0.6599999999999999,1
1,0.39040977689866363,0.5946038143328873,0.69,1
2,0.4765992156045146,0.678629712629856,0.69,1
3,0.47032114960324145,0.6716161862959852,0.69,1
4,0.4891177744841118,0.6941793846586183,0.69,1
5,0.4144732846240196,0.6170853876926554,0.69,1
1,0.390814618564221,0.5957238612376482,0.72,1
2,0.4768512319140052,0.679642493001622,0.72,1
3,0.471015091107573,0.6731441978411763,0.72,1
4,0.4892259907783744,0.6949093901599035,0.72,1
5,0.4150547005440575,0.6185072416020894,0.72,1
1,0.391204291614712,0.5968590767574754,0.75,1
2,0.47709011582721583,0.6806684057696679,0.75,1
3,0.47169594851235724,0.674685293485915,0.75,1
4,0.4893191381660583,0.69565446456776725,0.75,1
5,0.4156214030695772,0.6199438089060415,0.75,1
1,0.3915789603986225,0.5980092965438832,0.78,1
2,0.477316019046809,0.681707299231331,0.78,1
3,0.4723638874398197,0.6762393076079751,0.78,1
4,0.48939735900961046,0.6964144655197627,0.78,1
5,0.4161735792959318,0.6213949025091585,0.78,1
1,0.3919387933701203,0.5991743521427036,0.8099999999999999,1
2,0.47752909583639064,0.6827590191230061,0.8099999999999999,1
3,0.4730190755773592,0.6778060725199583,0.8099999999999999,1
4,0.4894608002789893,0.6971892460459317,0.8099999999999999,1
5,0.4167114192497948,0.6228603323847676,0.8099999999999999,1
1,0.3922839627709855,0.6003540713121567,0.84,1
2,0.4777295027768475,0.6838234088638055,0.84,1
3,0.473661682423857,0.6793854187229834,0.84,1
4,0.48950961326692766,0.6979786548535409,0.84,1
5,0.41723511556074466,0.6243399059032896,0.84,1
1,0.3926146443144666,0.6015482783389938,0.87,1
2,0.47791739852654347,0.6849003097953661,0.87,1
3,0.4742918790420001,0.6809771751543632,0.87,1
4,0.4895439533028472,0.6987825366131691,0.87,1
5,0.4177448631396343,0.6258334281538718,0.87,1
1,0.39293101687215226,0.6027567943516264,0.8999999999999999,1
2,0.47809294358599463,0.6859895614171712,0.8999999999999999,1
3,0.47490983781716567,0.68258116942872,0.8999999999999999,1
4,0.4895639794665068,0.6996007322450569,0.8999999999999999,1
5,0.41824085886460804,0.6273407022583697,0.8999999999999999,1
1,0.39323326216487775,0.6039794376292191,0.9299999999999999,1
2,0.47825630006759756,0.6870910016168249,0.9299999999999999,1
3,0.475515732223349,0.6841972280720596,0.9299999999999999,1
4,0.4895698543024237,0.7004330792046879,0.9299999999999999,1
5,0.418723301275544,0.6288615296769058,0.9299999999999999,1
1,0.39352156445861197,0.6052160239058032,0.96,1
2,0.47840763147092286,0.6882044668947561,0.96,1
3,0.4761097365965541,0.6858251767483774,0.96,1
4,0.4895617435360493,0.7012794117666099,0.96,1
5,0.4191923902776059,0.6303957105043158,0.96,1
1,0.39379611026619277,0.6064663666685407,0.99,1
2,0.4785471024640385,0.6893297925828968,0.99,1
3,0.47669202591601173,0.6874648404784424,0.99,1
4,0.48953981579263406,0.702139561305573,0.99,1
5,0.41964832685450226,0.6319430437568913,0.99,1
1,0.39405708805570305,0.6077302774493487,1.02,1
2,0.47867487867126807,0.690466813056924,1.02,1
3,0.47726277559352337,0.6891160438504537,1.02,1
4,0.48950424231964634,0.7030133565741084,1.02,1
5,0.4200913127919602,0.6335033276489052,1.02,1
1,0.39430468796619933,0.6090075661091705,1.05,1
2,0.4787911264677379,0.6916153619417104,1.05,1
3,0.47782216127117655,0.6907786112223231,1.05,1
4,0.4894551967135584,0.7039006239757438,1.05,1
5,0.4205215504118388,0.6350763598584984,1.05,1
1,0.39453910153142746,0.6102980411142607,1.08,1
2,0.4788960127810184,0.6927752723096864,1.08,1
3,0.478370358627625,0.6924523669153974,1.08,1
4,0.48939285465174076,0.7048011878331091,1.08,1
5,0.420939242317225,0.6366619377825841,1.08,1
1,0.3947605214120808,0.6116015098039256,1.1099999999999999,1
2,0.478989704900107,0.6939463768718541,1.1099999999999999,1
3,0.47890754319307094,0.6941371353994743,1.1099999999999999,1
4,0.4893173936301458,0.7057148706502518,1.1099999999999999,1
5,0.4213445911487771,0.6382598587805038,1.1099999999999999,1
1,0.39496914113708326,0.6129177786492415,1.14,1
2,0.4790723702919625,0.6951285081612554,1.14,1
3,0.47943389017304144,0.6958327414690265,1.14,1
4,0.48922899270739467,0.7066414933685506,1.14,1
5,0.42173779935250644,0.6398699204062464,1.14,1
1,0.39516515485430215,0.6142466535023406,1.17,1
2,0.4791441764257439,0.6963214987087302,1.17,1
3,0.47994957428100676,0.6975390104105839,1.17,1
4,0.4891278322558166,0.7075808756156763,1.17,1
5,0.4221190689591221,0.6414919206291025,1.17,1
1,0.39534875709102624,0.6155879398359348,1.2,1
2,0.47920529060487327,0.6975251812108573,1.2,1
3,0.4804547695798417,0.6992557681612718,1.2,1
4,0.4890140937199222,0.7085328359471182,1.2,1
5,0.4224886013749923,0.6431256580427043,1.2,1
1,0.3955201425244738,0.6169414429728055,1.23,1
2,0.4792558798069898,0.6987393886899972,1.23,1
3,0.48094964933209566,0.7009828414585404,1.23,1
4,0.4888879593827326,0.7094971920798556,1.23,1
5,0.42284659718472334,0.644770932062445,1.23,1
1,0.3956795057625334,0.6183069683050643,1.26,1
2,0.4792961105318358,0.6999639546464078,1.26,1
3,0.4814343858590028,0.7027200579811562,1.26,1
4,0.4887496121403204,0.7104737611178155,1.26,1
5,0.4231932559652972,0.646427543111343,1.26,1
1,0.39582704113487477,0.6196843215030412,1.29,1
2,0.47932614865706824,0.7011987132024319,1.29,1
3,0.4819091504081241,0.7044672464815578,1.29,1
4,0.48859923528486154,0.7114623597688221,1.29,1
5,0.42352877611165946,0.6480952927944529,1.29,1
1,0.3959629424945105,0.6210733087137236,1.3199999999999998,1
2,0.4793461593019653,0.7024434992387911,1.3199999999999998,1
3,0.4823741130294936,0.7062242369097107,1.3199999999999998,1
4,0.48843701229643527,0.7124628045527958,1.3199999999999998,1
5,0.4238533546736044,0.6497739840619795,1.3199999999999998,1
1,0.39608740302983736,0.622473736748715,1.3499999999999999,1
2,0.4793563066989601,0.7036981485230529,1.3499999999999999,1
3,0.48282944246010723,0.7079908605286199,1.3499999999999999,1
4,0.4882631266437595,0.7134749120010194,1.3499999999999999,1
5,0.42416718720376606,0.6514634213612898,1.3499999999999999,1
1,0.3962006150871311,0.6238854132617395,1.38,1
2,0.47935675407290945,0.70496249783036,1.38,1
3,0.48327530601657065,0.7097669500216794,1.38,1
4,0.4880777615939892,0.7144984988463373,1.38,1
5,0.4244704676164798,0.6531634107780478,1.38,1
1,0.3963027700034279,0.625308146915761,1.41,1
2,0.47934766352798097,0.706236385056545,1.41,1
3,0.4837118694957083,0.7115523395920644,1.41,1
4,0.48788110003166585,0.7155333822042085,1.41,1
5,0.42476338805725844,0.6548737601667413,1.41,1
1,0.3963940579496812,0.626741747539826,1.44,1
2,0.4793291959420173,0.7075196493237651,1.44,1
3,0.48413929708291026,0.7133468650543854,1.44,1
4,0.4876733242868486,0.7165793797445733,1.44,1
5,0.42504613878259045,0.6565942792708811,1.44,1
1,0.39647466778404433,0.6281860262757809,1.47,1
2,0.47930151086821693,0.7088121310788219,1.47,1
3,0.4845577512679824,0.7151503639188359,1.47,1
4,0.4874546159724261,0.7176363098545434,1.47,1
5,0.42531890804975064,0.6583247798331926,1.47,1
1,0.3965447869150984,0.6296407957150452,1.5,1
2,0.4792647664439552,0.7101136721843401,1.5,1
3,0.4849673927682566,0.7169626754680843,1.5,1
4,0.48722515583055903,0.7187039917919581,1.5,1
5,0.4255818820162906,0.6600650756961244,1.5,1
1,0.3966046011748109,0.631105870025651,1.53,1
2,0.47921911930655214,0.7114241160029996,1.53,1
3,0.4853683804587001,0.7187836408271637,1.53,1
4,0.4869851235881731,0.7197822458298918,1.53,1
5,0.4258352446488625,0.6618149828930245,1.53,1
1,0.39665429470098895,0.6325810650697913,1.56,1
2,0.4791647245157818,0.7127433074750267,1.56,1
3,0.48576087130876205,0.7206131030266247,1.56,1
4,0.4867346978213882,0.7208708933922245,1.56,1
5,0.4260791776410176,0.6635743197303413,1.56,1
1,0.3966940498289656,0.6340661985121326,1.5899999999999999,1
2,0.4791017354829069,0.7140710931891577,1.5899999999999999,1
3,0.4861450203256875,0.7224509070592217,1.5899999999999999,1
4,0.4864740558287376,0.7219697571804226,1.5899999999999999,1
5,0.4263138603396114,0.6653429068612192,1.5899999999999999,1
1,0.3967240469922394,0.6355610899191771,1.6199999999999999,1
2,0.479030303906016,0.7154073214473051,1.6199999999999999,1
3,0.4865209805040249,0.7242968999304071,1.6199999999999999,1
4,0.48620337351300935,0.7230786612916986,1.6199999999999999,1
5,0.42653946967944056,0.6671205673508619,1.6199999999999999,1
1,0.39674446463177016,0.6370655608499647,1.65,1
2,0.4789505797114276,0.7167518423231499,1.65,1
3,0.48688890278104924,0.7261509307029057,1.65,1
4,0.4859228252715113,0.7241974313287443,1.65,1
5,0.42675618012573385,0.6689071267340407,1.65,1
1,0.3967554791136255,0.6385794349384276,1.68,1
2,0.47886271100092925,0.718104507714905,1.68,1
3,0.48724893599782826,0.7280128505356493,1.68,1
4,0.4856325838945516,0.7253258945012518,1.68,1
5,0.426964163624118,0.6707024130651285,1.68,1
1,0.39675726465465616,0.6401025379677153,1.71,1
2,0.4787668440046077,0.719465171392483,1.71,1
3,0.487601226865654,0.7298825127173465,1.71,1
4,0.48533282047189746,0.7264638797194535,1.71,1
5,0.42716358955768147,0.6725062569610368,1.71,1
1,0.39674999325587657,0.6416346979368129,1.74,1
2,0.47866312303903136,0.7208336890393156,1.74,1
3,0.48794591993756664,0.7317597726949565,1.74,1
4,0.48502370430697084,0.7276112176799278,1.74,1
5,0.42735462471075913,0.6743184916374307,1.74,1
1,0.3967338346432189,0.6431757451197889,1.77,1
2,0.4785516904705409,0.7222099182890627,1.77,1
3,0.48828315758470286,0.733644488097343,1.77,1
4,0.48470540283851915,0.728767740943927,1.77,1
5,0.4275374332390697,0.6761389529385923,1.77,1
1,0.3967089562153257,0.6447255121180004,1.7999999999999998,1
2,0.4784326866834034,0.7235937187574566,1.7999999999999998,1
3,0.4886130799772,0.7355365187543688,1.7999999999999998,1
4,0.48437808156949497,0.729933284008499,1.7999999999999998,1
5,0.4277121766458378,0.677967479361296,1.7999999999999998,1
1,0.3966755229980496,0.6462838339055949,1.8299999999999998,1
2,0.47830625005259575,0.7249849520695207,1.8299999999999998,1
3,0.48893582506939903,0.7374357267116926,1.8299999999999998,1
4,0.48404190400286934,0.7311076833706722,1.8299999999999998,1
5,0.42787901376354964,0.679803912073056,1.8299999999999998,1
1,0.3966336976053232,0.6478505478686393,1.8599999999999999,1
2,0.4781725169209733,0.7263834818823994,1.8599999999999999,1
3,0.4892515285890896,0.7393419762415244,1.8599999999999999,1
4,0.4836970315840974,0.7322907775849918,1.8599999999999999,1
5,0.42803810074098714,0.6816480949250902,1.8599999999999999,1
1,0.3965836402060715,0.6494254938382092,1.89,1
2,0.4780316215805933,0.7277891739040361,1.89,1
3,0.4895603240305519,0.741255133849585,1.89,1
4,0.48334362364995154,0.7334824073146853,1.89,1
5,0.4281895910352075,0.6834998744603419,1.89,1
1,0.39652550849683704,0.651008514117762,1.92,1
2,0.47788369625796023,0.7292018959079256,1.92,1
3,0.4898623426511505,0.7431750682785091,1.92,1
4,0.48298183738343814,0.7346824153767465,1.92,1
5,0.4283336354081341,0.6853590999168871,1.92,1
1,0.39645945767979907,0.6525994535051183,1.95,1
2,0.4777288711029719,0.7306215177441704,1.95,1
3,0.4901577134712519,0.7451016505079305,1.95,1
4,0.4826118277745085,0.7358906467812237,1.95,1
5,0.42847038192744663,0.6872256232270464,1.95,1
1,0.39638564044587055,0.6541981593093651,1.98,1
2,0.4775672741813425,0.7320479113470565,1.98,1
3,0.4904465632772367,0.7470347537514687,1.98,1
4,0.4822337475862832,0.7371069487649968,1.98,1
5,0.4285999759714587,0.6890992990125062,1.98,1
1,0.3963042069625649,0.6558044813629889,2.01,1
2,0.47739903147029006,0.7334809507393651,2.01,1
3,0.49072901662739077,0.748974253450837,2.01,1
4,0.4818477473265024,0.7383311708203251,2.01,1
5,0.42872256023769145,0.6909799845757454,2.01,1
1,0.3962153048663345,0.6574182720295375,2.04,1
2,0.4772242668572842,0.7349205120336275,2.04,1
3,0.49100519586046776,0.7509200272672829,2.04,1
4,0.48145397522392974,0.7395631647184455,2.04,1
5,0.42883827475485947,0.6928675398880492,2.04,1
1,0.39611907925908835,0.659039386207102,2.07,1
2,0.47704310214164775,0.7363664734305204,2.07,1
3,0.49127522110671806,0.7528719550705555,2.07,1
4,0.4810525772094282,0.7408027845284947,2.07,1
5,0.4289472568979983,0.6947618275743822,2.07,1
1,0.3960156727086095,0.6606676813278991,2.1,1
2,0.4768556570388234,0.7378187152146014,2.1,1
3,0.4915392103011982,0.754829918925598,2.1,1
4,0.48064369690144726,0.7420498866320234,2.1,1
5,0.4290496414064748,0.6966627128953775,2.1,1
1,0.3959052252525998,0.6623030173542268,2.13,1
2,0.47666204918711547,0.7392771197475656,2.13,1
3,0.49179727919917327,0.7567938030771456,2.13,1
4,0.4802274755956523,0.7433043297333657,2.13,1
5,0.4291455604046356,0.6985700637266886,2.13,1
1,0.39578787440609065,0.6639452567710543,2.16,1
2,0.47646239415673086,0.7407415714592066,2.16,1
3,0.4920495413934385,0.7587634939324033,2.16,1
4,0.4798040522584465,0.7445659748661193,2.16,1
5,0.4292351434248578,0.7004837505359383,2.16,1
1,0.3956637551719684,0.6655942645754949,2.19,1
2,0.47625680546094196,0.7422119568362522,2.19,1
3,0.4922961083333931,0.7607388800419713,2.19,1
4,0.47937356352413185,0.7458346853959816,2.19,1
5,0.4293185174327805,0.7024036463574874,2.19,1
1,0.39553300005437464,0.6672499082634069,2.2199999999999998,1
2,0.476045394569211,0.7436881644092396,2.2199999999999998,1
3,0.4925370893457103,0.762719852079177,2.2199999999999998,1
4,0.4789361436954749,0.7471103270201864,2.2199999999999998,1
5,0.42939580685450796,0.7043296267652318,2.2199999999999998,1
1,0.3953957390747508,0.6689120578133491,2.25,1
2,0.47582827092211744,0.7451700847375896,2.25,1
3,0.4927725916564497,0.7647063028179605,2.25,1
4,0.4784919247474401,0.748392767763769,2.25,1
5,0.42946713360558353,0.7062615698436283,2.25,1
1,0.3952520997903073,0.6705805856681106,2.28,1
2,0.47560554194793647,0.7466576103930268,2.28,1
3,0.49300272041447357,0.7666981271094591,2.28,1
4,0.4780410363338713,0.7496818779728852,2.28,1
5,0.42953261712154844,0.708199356157135,2.28,1
1,0.39510220731470946,0.6722553667140267,2.31,1
2,0.47537731308072756,0.7481506359414924,2.31,1
3,0.49322757871603173,0.7686952218574238,2.31,1
4,0.47758360579690473,0.7509775303053996,2.31,1
5,0.42959237438990894,0.7101428687182464,2.31,1
1,0.39494618434077916,0.6739362782582754,2.34,1
2,0.4751436877797953,0.7496490579236811,2.34,1
3,0.4934472676303858,0.7706974859925926,2.34,1
4,0.47711975817890673,0.7522795997189452,2.34,1
5,0.42964651998334413,0.712091992954283,2.34,1
1,0.3947841511650265,0.6756232000043463,2.37,1
2,0.47490476755039623,0.7511527748343366,2.37,1
3,0.49366188622635765,0.7727048204461434,2.37,1
4,0.4766496162367413,0.7535879634566585,2.37,1
5,0.4296951660940014,0.7140466166730979,2.37,1
1,0.3946162257138323,0.6773160140258587,2.4,1
2,0.47466065196556645,0.752661687100423,2.4,1
3,0.4938715315996878,0.7747171281223362,2.4,1
4,0.4761733004581765,0.7549025010307708,2.4,1
5,0.4297384225687311,0.71600663002784,2.4,1
1,0.39444252357111087,0.6790146047388983,2.4299999999999997,1
2,0.4744114386889562,0.7541756970582896,2.4299999999999997,1
3,0.4940762989010967,0.7767343138704499,2.4299999999999997,1
4,0.4756909290802526,0.7562230942042423,2.4299999999999997,1
5,0.4297763969451271,0.7179719254809156,2.4299999999999997,1
1,0.394263158007298,0.6807188588730295,2.46,1
2,0.4741572234985632,0.7556947089299391,2.46,1
3,0.49427628136495483,0.7787562844561144,2.46,1
4,0.4752026181094384,0.7575496269706041,2.46,1
5,0.4298091944882434,0.7199423977672712,2.46,1
1,0.3940782400095101,0.6824286654411357,2.4899999999999998,1
2,0.47389810031125956,0.7572186287984991,2.4899999999999998,1
3,0.4944715703384638,0.7807829485321284,2.4899999999999998,1
4,0.47470848134341553,0.7588819855321749,2.4899999999999998,1
5,0.42983691822786974,0.7219179438571169,2.4899999999999998,1
1,0.3938878783127372,0.6841439157082269,2.52,1
2,0.4736341612080176,0.7587473645829977,2.52,1
3,0.49466225531126645,0.7828142166088485,2.52,1
4,0.47420863039433503,0.760220058276803,2.52,1
5,0.4298596689962565,0.723898462918202,2.52,1
1,0.3936921794319359,0.6858645031593462,2.55,1
2,0.47336549645974213,0.7602808260125294,2.55,1
3,0.4948484239454032,0.7848500010242343,2.55,1
4,0.473703174713402,0.7615637357532836,2.55,1
5,0.4298775454661869,0.7258838562777432,2.55,1
1,0.3934912476948994,0.687590323466701,2.58,1
2,0.47309219455362717,0.7618189245999009,2.58,1
3,0.49503016210554185,0.7868902159136185,2.58,1
4,0.4731922216166494,0.7629129106455838,2.58,1
5,0.4298906441893008,0.7278740273841012,2.58,1
1,0.39328518527578826,0.6893212744561305,2.61,1
2,0.4728143422199517,0.7633615736148329,2.61,1
3,0.4952075538894076,0.7889347771792756,2.61,1
4,0.47267587631177166,0.7642674777460093,2.61,1
5,0.42989905963458436,0.7298688817682897,2.61,1
1,0.39307409222921463,0.6910572560730224,2.6399999999999997,1
2,0.47253202445924547,0.7649086880567957,2.6399999999999997,1
3,0.4953806816583539,0.790983602459852,2.6399999999999997,1
4,0.4721542419258946,0.765627333927434,2.6399999999999997,1
5,0.4299028842269438,0.7318683270054022,2.6399999999999997,1
1,0.3928580665247793,0.692798170347776,2.67,1
2,0.472245324569752,0.7664601846275456,2.67,1
3,0.49554962606801034,0.7930366110997185,2.67,1
4,0.4716274195341696,0.7669923781147068,2.67,1
5,0.4299022083857909,0.733872272676027,2.67,1
1,0.39263720408196745,0.6945439213609059,2.6999999999999997,1
2,0.471954324175125,0.7680159817034289,2.6999999999999997,1
3,0.49571446609895364,0.7950937241182978,2.6999999999999997,1
4,0.4710955081890794,0.7683625112553444,2.6999999999999997,1
5,0.4298971205635711,0.7358806303277183,2.6999999999999997,1
1,0.3924115988053174,0.6962944152078743,2.73,1
2,0.4716591032522977,0.7695759993075129,2.73,1
3,0.49587527908735307,0.797154864179421,2.73,1
4,0.47055860495035995,0.7697376362896117,2.73,1
5,0.42988770728417214,0.7378933134365894,2.73,1
1,0.39218134261978005,0.69804955996373,2.76,1
2,0.4713597401594678,0.7711401590815992,2.76,1
3,0.49603214075554003,0.799219955560757,2.76,1
4,0.4700168049154374,0.7711176581200818,2.76,1
5,0.4298740531811567,0.7399102373690767,2.76,1
1,0.3919465255061974,0.6998092656476309,2.79,1
2,0.47105631166414924,0.7727083842581741,2.79,1
3,0.4961851252424615,0.8012889241233582,2.79,1
4,0.4694702012502977,0.7725024835807693,2.79,1
5,0.429856241035768,0.7419313193439372,2.79,1
1,0.3917072355368288,0.7015734441873176,2.82,1
2,0.47074889297123934,0.7742805996323405,2.82,1
3,0.4963343051339779,0.8033616972813644,2.82,1
4,0.4689188852207026,0.7738920214059118,2.82,1
5,0.42983435181466123,0.7439564783945156,2.82,1
1,0.3914635589108641,0.7033420093836005,2.85,1
2,0.470437557751059,0.7758567315337773,2.85,1
3,0.49647975149296886,0.8054382039718964,2.85,1
4,0.4683629462236772,0.7752861821984851,2.85,1
5,0.42980846470731793,0.745985635331331,2.85,1
1,0.3912155799898636,0.7051148768749194,2.88,1
2,0.47012237816732483,0.777436707798768,2.88,1
3,0.49662153388921415,0.8075183746251737,2.88,1
4,0.4678024718191962,0.7766848783985136,2.88,1
5,0.4297786571631049,0.7480187127050159,2.88,1
1,0.3909633813330735,0.7068919641020277,2.9099999999999997,1
2,0.4698034249050149,0.7790204577423343,2.9099999999999997,1
3,0.4967597204290226,0.8096021411348882,2.9099999999999997,1
4,0.4672375477620054,0.7780880242512522,2.9099999999999997,1
5,0.42974500492794604,0.7500556347696465,2.9099999999999997,1
1,0.39070704373256726,0.7086731902728522,2.94,1
2,0.46948076719809534,0.7806079121305105,2.94,1
3,0.49689437778457873,0.811689436828855,2.94,1
4,0.4666682580335144,0.7794955357752911,2.94,1
5,0.4297075820805728,0.7520963274464917,2.94,1
1,0.39044664624816905,0.7104584763275685,2.9699999999999998,1
2,0.46915447285707434,0.7821990031527878,2.9699999999999998,1
3,0.49702557122298674,0.81378019643996935,2.9699999999999998,1
4,0.46609468487370626,0.7809073307306467,2.9699999999999998,1
5,0.42966646106832895,0.7541407182882074,2.9699999999999998,1
1,0.3901822662421194,0.7122477449039365,3,1
2,0.4688246082963576,0.783793664394761,3,1
3,0.4971533646349887,0.8158743560774903,3,1
4,0.46551690881301194,0.7823233285868887,3,1
5,0.4296217127425049,0.7561887364435034,3,1
